Date;Year;Home;Away;HG;AG
22/05/2011;2011;Santos;Internacional;1;1
22/05/2011;2011;Palmeiras;Botafogo;1;0
22/05/2011;2011;Grêmio;Corinthians;1;2
22/05/2011;2011;Coritiba;Atlético Goianiense;0;1
22/05/2011;2011;Figueirense;Cruzeiro;1;0
22/05/2011;2011;Fluminense;São Paulo;0;2
22/05/2011;2011;América-MG;Bahia;2;1
28/05/2011;2011;Botafogo;Santos;1;0
28/05/2011;2011;Internacional;Ceará;0;1
28/05/2011;2011;Avaí;Atlético Mineiro;1;3
29/05/2011;2011;São Paulo;Figueirense;1;0
29/05/2011;2011;Corinthians;Coritiba;2;1
29/05/2011;2011;Bahia;Flamengo;3;3
29/05/2011;2011;Athletico;Grêmio;0;1
29/05/2011;2011;Cruzeiro;Palmeiras;1;1
29/05/2011;2011;Vasco;América-MG;3;0
29/05/2011;2011;Atlético Goianiense;Fluminense;0;1
04/06/2011;2011;Palmeiras;Athletico;1;0
04/06/2011;2011;Fluminense;Cruzeiro;2;1
04/06/2011;2011;Ceará;Botafogo;2;2
05/06/2011;2011;Figueirense;Atlético Goianiense;2;0
05/06/2011;2011;Flamengo;Corinthians;1;1
05/06/2011;2011;Grêmio;Bahia;2;0
05/06/2011;2011;Coritiba;Vasco;5;1
05/06/2011;2011;Santos;Avaí;3;1
05/06/2011;2011;América-MG;Internacional;2;4
09/06/2011;2011;Atlético Mineiro;São Paulo;0;1
11/06/2011;2011;Avaí;América-MG;2;2
11/06/2011;2011;Cruzeiro;Santos;1;1
11/06/2011;2011;São Paulo;Grêmio;3;1
12/06/2011;2011;Vasco;Figueirense;1;1
12/06/2011;2011;Bahia;Atlético Mineiro;1;1
12/06/2011;2011;Atlético Goianiense;Ceará;4;1
12/06/2011;2011;Internacional;Palmeiras;2;2
12/06/2011;2011;Corinthians;Fluminense;2;0
12/06/2011;2011;Athletico;Flamengo;1;1
12/06/2011;2011;Botafogo;Coritiba;3;1
18/06/2011;2011;Fluminense;Bahia;0;1
19/06/2011;2011;América-MG;Cruzeiro;1;1
19/06/2011;2011;Palmeiras;Avaí;5;0
19/06/2011;2011;Flamengo;Botafogo;0;0
19/06/2011;2011;Grêmio;Vasco;1;1
19/06/2011;2011;Figueirense;Athletico;2;0
19/06/2011;2011;Ceará;São Paulo;0;2
19/06/2011;2011;Atlético Mineiro;Atlético Goianiense;2;2
19/06/2011;2011;Coritiba;Internacional;1;1
25/06/2011;2011;Flamengo;Atlético Mineiro;4;1
25/06/2011;2011;Athletico;Bahia;0;2
26/06/2011;2011;Cruzeiro;Coritiba;2;1
26/06/2011;2011;Corinthians;São Paulo;5;0
26/06/2011;2011;Botafogo;Grêmio;2;1
26/06/2011;2011;Avaí;Fluminense;0;1
26/06/2011;2011;Ceará;Palmeiras;2;0
26/06/2011;2011;Internacional;Figueirense;4;1
26/06/2011;2011;Atlético Goianiense;Vasco;0;1
30/06/2011;2011;Vasco;Cruzeiro;0;3
30/06/2011;2011;Grêmio;Avaí;2;2
30/06/2011;2011;América-MG;Flamengo;2;3
30/06/2011;2011;São Paulo;Botafogo;0;2
30/06/2011;2011;Figueirense;Santos;2;1
30/06/2011;2011;Bahia;Corinthians;0;1
01/07/2011;2011;Palmeiras;Atlético Goianiense;2;0
01/07/2011;2011;Coritiba;Ceará;3;1
01/07/2011;2011;Fluminense;Athletico;3;1
01/07/2011;2011;Atlético Mineiro;Internacional;0;4
02/07/2011;2011;Santos;América-MG;1;0
07/07/2011;2011;Cruzeiro;Grêmio;2;0
07/07/2011;2011;Avaí;Bahia;2;2
07/07/2011;2011;Internacional;Athletico;1;0
07/07/2011;2011;Ceará;Atlético Mineiro;3;0
07/07/2011;2011;Flamengo;São Paulo;1;0
07/07/2011;2011;Corinthians;Vasco;2;1
08/07/2011;2011;Botafogo;Atlético Goianiense;1;1
08/07/2011;2011;Coritiba;Figueirense;3;0
08/07/2011;2011;América-MG;Palmeiras;1;1
09/07/2011;2011;São Paulo;Cruzeiro;2;1
09/07/2011;2011;Vasco;Internacional;2;0
10/07/2011;2011;Athletico;Avaí;0;0
10/07/2011;2011;Fluminense;Flamengo;0;1
10/07/2011;2011;Grêmio;Coritiba;2;0
10/07/2011;2011;Atlético Goianiense;Corinthians;0;1
10/07/2011;2011;Bahia;Botafogo;1;1
10/07/2011;2011;Atlético Mineiro;América-MG;2;0
10/07/2011;2011;Figueirense;Ceará;1;1
10/07/2011;2011;Palmeiras;Santos;3;0
15/07/2011;2011;Corinthians;Internacional;1;0
16/07/2011;2011;Coritiba;Fluminense;3;1
16/07/2011;2011;Atlético Goianiense;Avaí;0;1
16/07/2011;2011;Vasco;Athletico;2;1
17/07/2011;2011;Santos;Atlético Mineiro;2;1
17/07/2011;2011;Internacional;São Paulo;0;3
17/07/2011;2011;Ceará;América-MG;4;0
17/07/2011;2011;Cruzeiro;Bahia;2;1
21/07/2011;2011;Botafogo;Corinthians;0;2
21/07/2011;2011;Figueirense;Grêmio;0;0
21/07/2011;2011;Palmeiras;Flamengo;0;0
22/07/2011;2011;Avaí;Internacional;1;3
23/07/2011;2011;São Paulo;Atlético Goianiense;2;2
23/07/2011;2011;América-MG;Figueirense;0;0
23/07/2011;2011;Athletico;Botafogo;2;1
24/07/2011;2011;Flamengo;Ceará;1;1
24/07/2011;2011;Corinthians;Cruzeiro;0;1
24/07/2011;2011;Fluminense;Palmeiras;1;0
24/07/2011;2011;Bahia;Coritiba;0;0
24/07/2011;2011;Atlético Mineiro;Vasco;1;2
28/07/2011;2011;Botafogo;Avaí;2;1
28/07/2011;2011;Atlético Goianiense;Cruzeiro;2;0
28/07/2011;2011;Grêmio;América-MG;1;1
28/07/2011;2011;Atlético Mineiro;Fluminense;1;0
28/07/2011;2011;Santos;Flamengo;4;5
28/07/2011;2011;Figueirense;Palmeiras;0;1
28/07/2011;2011;Coritiba;São Paulo;3;4
29/07/2011;2011;Vasco;Bahia;1;1
29/07/2011;2011;Ceará;Athletico;2;1
30/07/2011;2011;Flamengo;Grêmio;2;0
30/07/2011;2011;Cruzeiro;Botafogo;0;1
31/07/2011;2011;Palmeiras;Atlético Mineiro;3;2
31/07/2011;2011;São Paulo;Vasco;0;2
31/07/2011;2011;Fluminense;Ceará;4;0
31/07/2011;2011;Internacional;Atlético Goianiense;0;0
31/07/2011;2011;Avaí;Corinthians;3;2
31/07/2011;2011;Athletico;Santos;3;2
31/07/2011;2011;Bahia;Figueirense;3;1
31/07/2011;2011;América-MG;Coritiba;1;3
04/08/2011;2011;Corinthians;América-MG;2;1
04/08/2011;2011;Grêmio;Atlético Mineiro;2;2
04/08/2011;2011;Figueirense;Botafogo;2;0
04/08/2011;2011;Ceará;Avaí;0;3
04/08/2011;2011;Vasco;Santos;2;0
04/08/2011;2011;Coritiba;Palmeiras;1;1
04/08/2011;2011;Cruzeiro;Flamengo;0;1
05/08/2011;2011;São Paulo;Bahia;3;0
05/08/2011;2011;Fluminense;Internacional;2;0
05/08/2011;2011;Atlético Goianiense;Athletico;0;3
06/08/2011;2011;Palmeiras;Grêmio;0;0
06/08/2011;2011;Flamengo;Coritiba;1;0
07/08/2011;2011;Atlético Mineiro;Figueirense;1;2
07/08/2011;2011;Santos;Ceará;1;0
07/08/2011;2011;Athletico;Corinthians;1;1
07/08/2011;2011;América-MG;Fluminense;3;0
07/08/2011;2011;Internacional;Cruzeiro;3;2
07/08/2011;2011;Avaí;São Paulo;1;2
07/08/2011;2011;Bahia;Atlético Goianiense;2;1
07/08/2011;2011;Botafogo;Vasco;4;0
11/08/2011;2011;Santos;Corinthians;0;0
13/08/2011;2011;São Paulo;Athletico;2;2
13/08/2011;2011;Cruzeiro;Avaí;5;0
13/08/2011;2011;Atlético Goianiense;Santos;2;0
14/08/2011;2011;Botafogo;América-MG;4;2
14/08/2011;2011;Corinthians;Ceará;2;2
14/08/2011;2011;Vasco;Palmeiras;1;0
14/08/2011;2011;Figueirense;Flamengo;2;2
14/08/2011;2011;Coritiba;Atlético Mineiro;3;0
14/08/2011;2011;Grêmio;Fluminense;2;1
14/08/2011;2011;Bahia;Internacional;1;1
18/08/2011;2011;Fluminense;Figueirense;3;0
18/08/2011;2011;Avaí;Vasco;0;2
18/08/2011;2011;Ceará;Grêmio;3;0
18/08/2011;2011;Athletico;Cruzeiro;2;1
18/08/2011;2011;Santos;Coritiba;2;3
18/08/2011;2011;Internacional;Botafogo;1;0
18/08/2011;2011;Atlético Mineiro;Corinthians;2;3
19/08/2011;2011;Palmeiras;Bahia;1;1
19/08/2011;2011;Flamengo;Atlético Goianiense;1;4
19/08/2011;2011;América-MG;São Paulo;1;1
20/08/2011;2011;Corinthians;Figueirense;0;2
20/08/2011;2011;Botafogo;Atlético Mineiro;3;1
20/08/2011;2011;Cruzeiro;Ceará;1;0
21/08/2011;2011;Internacional;Flamengo;2;2
21/08/2011;2011;Avaí;Coritiba;0;0
21/08/2011;2011;Atlético Goianiense;Grêmio;1;0
21/08/2011;2011;São Paulo;Palmeiras;1;1
21/08/2011;2011;Vasco;Fluminense;1;1
21/08/2011;2011;Athletico;América-MG;2;2
21/08/2011;2011;Bahia;Santos;1;2
25/08/2011;2011;Santos;Fluminense;2;1
27/08/2011;2011;Coritiba;Athletico;1;1
27/08/2011;2011;América-MG;Atlético Goianiense;1;2
27/08/2011;2011;Fluminense;Botafogo;1;2
28/08/2011;2011;Palmeiras;Corinthians;2;1
28/08/2011;2011;Santos;São Paulo;1;1
28/08/2011;2011;Flamengo;Vasco;0;0
28/08/2011;2011;Grêmio;Internacional;2;1
28/08/2011;2011;Ceará;Bahia;3;0
28/08/2011;2011;Atlético Mineiro;Cruzeiro;1;2
28/08/2011;2011;Figueirense;Avaí;2;3
31/08/2011;2011;Corinthians;Grêmio;3;2
31/08/2011;2011;Vasco;Ceará;3;1
01/09/2011;2011;Cruzeiro;Figueirense;2;4
01/09/2011;2011;Atlético Goianiense;Coritiba;3;1
01/09/2011;2011;Athletico;Atlético Mineiro;0;1
01/09/2011;2011;São Paulo;Fluminense;1;2
01/09/2011;2011;Botafogo;Palmeiras;3;1
01/09/2011;2011;Internacional;Santos;3;3
01/09/2011;2011;Avaí;Flamengo;3;2
02/09/2011;2011;Bahia;América-MG;0;0
03/09/2011;2011;Fluminense;Atlético Goianiense;3;2
03/09/2011;2011;Atlético Mineiro;Avaí;2;0
03/09/2011;2011;Figueirense;São Paulo;1;2
04/09/2011;2011;Palmeiras;Cruzeiro;1;1
04/09/2011;2011;Flamengo;Bahia;1;3
04/09/2011;2011;Grêmio;Athletico;4;0
04/09/2011;2011;Coritiba;Corinthians;1;0
04/09/2011;2011;América-MG;Vasco;4;1
04/09/2011;2011;Ceará;Internacional;1;1
07/09/2011;2011;São Paulo;Atlético Mineiro;2;1
07/09/2011;2011;Botafogo;Ceará;4;0
07/09/2011;2011;Internacional;América-MG;4;2
07/09/2011;2011;Avaí;Santos;1;2
08/09/2011;2011;Athletico;Palmeiras;2;2
08/09/2011;2011;Atlético Goianiense;Figueirense;1;1
08/09/2011;2011;Cruzeiro;Fluminense;1;2
09/09/2011;2011;Vasco;Coritiba;2;0
09/09/2011;2011;Bahia;Grêmio;1;2
09/09/2011;2011;Corinthians;Flamengo;2;1
10/09/2011;2011;Santos;Cruzeiro;1;0
10/09/2011;2011;América-MG;Avaí;2;2
11/09/2011;2011;Palmeiras;Internacional;0;3
11/09/2011;2011;Fluminense;Corinthians;1;0
11/09/2011;2011;Ceará;Atlético Goianiense;1;1
11/09/2011;2011;Coritiba;Botafogo;5;0
11/09/2011;2011;Figueirense;Vasco;1;1
11/09/2011;2011;Flamengo;Athletico;1;2
11/09/2011;2011;Grêmio;São Paulo;1;0
11/09/2011;2011;Atlético Mineiro;Bahia;2;0
17/09/2011;2011;Atlético Goianiense;Atlético Mineiro;1;0
17/09/2011;2011;Vasco;Grêmio;4;0
17/09/2011;2011;São Paulo;Ceará;4;0
18/09/2011;2011;Bahia;Fluminense;3;0
18/09/2011;2011;Athletico;Figueirense;0;0
18/09/2011;2011;Avaí;Palmeiras;1;1
18/09/2011;2011;Corinthians;Santos;1;3
18/09/2011;2011;Botafogo;Flamengo;1;1
18/09/2011;2011;Cruzeiro;América-MG;0;0
18/09/2011;2011;Internacional;Coritiba;1;1
22/09/2011;2011;Fluminense;Avaí;3;1
22/09/2011;2011;Coritiba;Cruzeiro;2;1
22/09/2011;2011;América-MG;Santos;1;2
22/09/2011;2011;Bahia;Athletico;1;0
22/09/2011;2011;Atlético Mineiro;Flamengo;1;1
22/09/2011;2011;Figueirense;Internacional;1;1
22/09/2011;2011;São Paulo;Corinthians;0;0
23/09/2011;2011;Palmeiras;Ceará;1;0
23/09/2011;2011;Vasco;Atlético Goianiense;1;1
23/09/2011;2011;Grêmio;Botafogo;0;1
24/09/2011;2011;Santos;Figueirense;2;3
24/09/2011;2011;Flamengo;América-MG;2;1
24/09/2011;2011;Athletico;Fluminense;1;1
25/09/2011;2011;Corinthians;Bahia;1;0
25/09/2011;2011;Botafogo;São Paulo;2;2
25/09/2011;2011;Cruzeiro;Vasco;0;3
25/09/2011;2011;Avaí;Grêmio;1;2
25/09/2011;2011;Internacional;Atlético Mineiro;2;1
25/09/2011;2011;Atlético Goianiense;Palmeiras;1;1
25/09/2011;2011;Ceará;Coritiba;3;2
01/10/2011;2011;Palmeiras;América-MG;1;1
01/10/2011;2011;Fluminense;Santos;3;2
01/10/2011;2011;Bahia;Avaí;3;2
02/10/2011;2011;São Paulo;Flamengo;1;2
02/10/2011;2011;Vasco;Corinthians;2;2
02/10/2011;2011;Atlético Mineiro;Ceará;1;1
02/10/2011;2011;Figueirense;Coritiba;0;0
02/10/2011;2011;Athletico;Internacional;2;0
02/10/2011;2011;Grêmio;Cruzeiro;2;0
02/10/2011;2011;Atlético Goianiense;Botafogo;2;0
06/10/2011;2011;Grêmio;Santos;1;0
06/10/2011;2011;Cruzeiro;São Paulo;3;3
08/10/2011;2011;Botafogo;Bahia;2;2
08/10/2011;2011;Coritiba;Grêmio;2;0
08/10/2011;2011;América-MG;Atlético Mineiro;0;0
09/10/2011;2011;Santos;Palmeiras;1;0
09/10/2011;2011;Flamengo;Fluminense;3;2
09/10/2011;2011;Internacional;Vasco;3;0
09/10/2011;2011;Corinthians;Atlético Goianiense;3;0
09/10/2011;2011;Avaí;Athletico;3;0
09/10/2011;2011;Ceará;Figueirense;1;1
12/10/2011;2011;São Paulo;Internacional;0;0
12/10/2011;2011;Grêmio;Figueirense;1;3
12/10/2011;2011;Avaí;Atlético Goianiense;2;2
12/10/2011;2011;América-MG;Ceará;4;1
13/10/2011;2011;Corinthians;Botafogo;0;2
13/10/2011;2011;Flamengo;Palmeiras;1;1
13/10/2011;2011;Bahia;Cruzeiro;0;0
14/10/2011;2011;Fluminense;Coritiba;3;1
14/10/2011;2011;Atlético Mineiro;Santos;2;1
14/10/2011;2011;Athletico;Vasco;2;2
15/10/2011;2011;Figueirense;América-MG;2;1
15/10/2011;2011;Ceará;Flamengo;0;1
16/10/2011;2011;Palmeiras;Fluminense;1;2
16/10/2011;2011;Santos;Grêmio;0;1
16/10/2011;2011;Botafogo;Athletico;2;0
16/10/2011;2011;Internacional;Avaí;4;2
16/10/2011;2011;Cruzeiro;Corinthians;0;1
16/10/2011;2011;Vasco;Atlético Mineiro;2;0
16/10/2011;2011;Coritiba;Bahia;0;0
16/10/2011;2011;Atlético Goianiense;São Paulo;3;0
20/10/2011;2011;Santos;Botafogo;2;0
22/10/2011;2011;Palmeiras;Figueirense;1;2
22/10/2011;2011;Fluminense;Atlético Mineiro;0;2
22/10/2011;2011;Avaí;Botafogo;3;2
22/10/2011;2011;América-MG;Grêmio;2;2
23/10/2011;2011;São Paulo;Coritiba;0;0
23/10/2011;2011;Athletico;Ceará;1;0
23/10/2011;2011;Bahia;Vasco;0;2
23/10/2011;2011;Internacional;Corinthians;1;1
23/10/2011;2011;Flamengo;Santos;1;1
23/10/2011;2011;Cruzeiro;Atlético Goianiense;3;2
29/10/2011;2011;Santos;Athletico;4;1
29/10/2011;2011;Botafogo;Cruzeiro;1;0
29/10/2011;2011;Ceará;Fluminense;1;2
30/10/2011;2011;Corinthians;Avaí;2;1
30/10/2011;2011;Vasco;São Paulo;0;0
30/10/2011;2011;Grêmio;Flamengo;4;2
30/10/2011;2011;Figueirense;Bahia;2;1
30/10/2011;2011;Atlético Mineiro;Palmeiras;2;1
30/10/2011;2011;Coritiba;América-MG;3;1
30/10/2011;2011;Atlético Goianiense;Internacional;0;1
05/11/2011;2011;Botafogo;Figueirense;0;1
05/11/2011;2011;Atlético Mineiro;Grêmio;2;0
05/11/2011;2011;Bahia;São Paulo;4;3
06/11/2011;2011;Santos;Vasco;2;0
06/11/2011;2011;Flamengo;Cruzeiro;5;1
06/11/2011;2011;Avaí;Ceará;1;2
06/11/2011;2011;América-MG;Corinthians;2;1
06/11/2011;2011;Palmeiras;Coritiba;0;2
06/11/2011;2011;Internacional;Fluminense;1;2
06/11/2011;2011;Athletico;Atlético Goianiense;2;1
12/11/2011;2011;São Paulo;Avaí;2;0
12/11/2011;2011;Fluminense;América-MG;1;2
12/11/2011;2011;Figueirense;Atlético Mineiro;2;1
13/11/2011;2011;Corinthians;Athletico;2;1
13/11/2011;2011;Ceará;Santos;2;3
13/11/2011;2011;Coritiba;Flamengo;2;0
13/11/2011;2011;Grêmio;Palmeiras;2;2
13/11/2011;2011;Vasco;Botafogo;2;0
13/11/2011;2011;Cruzeiro;Internacional;1;0
13/11/2011;2011;Atlético Goianiense;Bahia;0;1
16/11/2011;2011;Fluminense;Grêmio;5;4
16/11/2011;2011;Internacional;Bahia;1;0
16/11/2011;2011;Athletico;São Paulo;1;0
16/11/2011;2011;América-MG;Botafogo;2;1
17/11/2011;2011;Palmeiras;Vasco;1;1
17/11/2011;2011;Avaí;Cruzeiro;0;0
17/11/2011;2011;Ceará;Corinthians;0;1
17/11/2011;2011;Santos;Atlético Goianiense;1;1
17/11/2011;2011;Flamengo;Figueirense;0;0
17/11/2011;2011;Atlético Mineiro;Coritiba;2;1
19/11/2011;2011;São Paulo;América-MG;3;1
19/11/2011;2011;Vasco;Avaí;2;0
19/11/2011;2011;Grêmio;Ceará;1;3
20/11/2011;2011;Botafogo;Internacional;1;2
20/11/2011;2011;Corinthians;Atlético Mineiro;2;1
20/11/2011;2011;Cruzeiro;Athletico;1;1
20/11/2011;2011;Atlético Goianiense;Flamengo;0;0
20/11/2011;2011;Bahia;Palmeiras;0;2
20/11/2011;2011;Coritiba;Santos;1;0
20/11/2011;2011;Figueirense;Fluminense;0;4
27/11/2011;2011;Palmeiras;São Paulo;1;0
27/11/2011;2011;Santos;Bahia;1;1
27/11/2011;2011;Flamengo;Internacional;1;0
27/11/2011;2011;Fluminense;Vasco;1;2
27/11/2011;2011;Grêmio;Atlético Goianiense;2;2
27/11/2011;2011;Atlético Mineiro;Botafogo;4;0
27/11/2011;2011;Figueirense;Corinthians;0;1
27/11/2011;2011;Coritiba;Avaí;1;0
27/11/2011;2011;América-MG;Athletico;2;1
27/11/2011;2011;Ceará;Cruzeiro;2;2
04/12/2011;2011;São Paulo;Santos;4;1
04/12/2011;2011;Internacional;Grêmio;1;0
04/12/2011;2011;Cruzeiro;Atlético Mineiro;6;1
04/12/2011;2011;Atlético Goianiense;América-MG;5;1
04/12/2011;2011;Athletico;Coritiba;1;0
04/12/2011;2011;Bahia;Ceará;2;1
04/12/2011;2011;Avaí;Figueirense;1;1
04/12/2011;2011;Botafogo;Fluminense;1;1
04/12/2011;2011;Vasco;Flamengo;1;1
04/12/2011;2011;Corinthians;Palmeiras;0;0
19/05/2012;2012;Palmeiras;Portuguesa;1;1
19/05/2012;2012;Sport;Flamengo;1;1
20/05/2012;2012;Figueirense;Náutico;2;1
20/05/2012;2012;Botafogo;São Paulo;4;2
20/05/2012;2012;Corinthians;Fluminense;0;1
20/05/2012;2012;Internacional;Coritiba;2;0
20/05/2012;2012;Ponte Preta;Atlético Mineiro;0;1
20/05/2012;2012;Vasco;Grêmio;2;1
20/05/2012;2012;Cruzeiro;Atlético Goianiense;0;0
20/05/2012;2012;Bahia;Santos;0;0
26/05/2012;2012;Flamengo;Internacional;3;3
26/05/2012;2012;Portuguesa;Vasco;0;1
26/05/2012;2012;Atlético Goianiense;Ponte Preta;1;1
27/05/2012;2012;Náutico;Cruzeiro;0;0
27/05/2012;2012;Santos;Sport;0;0
27/05/2012;2012;São Paulo;Bahia;1;0
27/05/2012;2012;Atlético Mineiro;Corinthians;1;0
27/05/2012;2012;Coritiba;Botafogo;2;3
27/05/2012;2012;Fluminense;Figueirense;2;2
27/05/2012;2012;Grêmio;Palmeiras;1;0
07/06/2012;2012;Sport;Palmeiras;2;1
07/06/2012;2012;Atlético Goianiense;Grêmio;0;1
07/06/2012;2012;Vasco;Náutico;4;2
07/06/2012;2012;Atlético Mineiro;Bahia;1;1
07/06/2012;2012;Coritiba;Portuguesa;2;0
07/06/2012;2012;Santos;Fluminense;1;1
07/06/2012;2012;Internacional;São Paulo;1;0
07/06/2012;2012;Ponte Preta;Flamengo;2;2
08/06/2012;2012;Botafogo;Cruzeiro;2;3
08/06/2012;2012;Corinthians;Figueirense;1;1
09/06/2012;2012;Flamengo;Coritiba;3;1
10/06/2012;2012;Palmeiras;Atlético Mineiro;0;1
10/06/2012;2012;Portuguesa;Atlético Goianiense;2;0
10/06/2012;2012;Fluminense;Internacional;0;0
10/06/2012;2012;Grêmio;Corinthians;2;0
10/06/2012;2012;Bahia;Vasco;1;2
10/06/2012;2012;São Paulo;Santos;1;0
10/06/2012;2012;Cruzeiro;Sport;1;0
10/06/2012;2012;Figueirense;Ponte Preta;0;0
10/06/2012;2012;Náutico;Botafogo;3;2
16/06/2012;2012;Internacional;Botafogo;1;2
16/06/2012;2012;Cruzeiro;Figueirense;1;0
17/06/2012;2012;Fluminense;Portuguesa;4;1
17/06/2012;2012;Flamengo;Santos;1;0
17/06/2012;2012;Palmeiras;Vasco;1;1
17/06/2012;2012;São Paulo;Atlético Mineiro;1;0
17/06/2012;2012;Bahia;Sport;2;1
17/06/2012;2012;Ponte Preta;Corinthians;1;0
17/06/2012;2012;Coritiba;Atlético Goianiense;3;0
17/06/2012;2012;Náutico;Grêmio;1;0
23/06/2012;2012;Vasco;Cruzeiro;1;3
23/06/2012;2012;Portuguesa;São Paulo;1;0
24/06/2012;2012;Atlético Mineiro;Náutico;5;1
24/06/2012;2012;Corinthians;Palmeiras;2;1
24/06/2012;2012;Grêmio;Flamengo;2;0
24/06/2012;2012;Figueirense;Bahia;1;1
24/06/2012;2012;Botafogo;Ponte Preta;1;2
24/06/2012;2012;Santos;Coritiba;2;2
24/06/2012;2012;Sport;Internacional;0;2
24/06/2012;2012;Atlético Goianiense;Fluminense;1;4
30/06/2012;2012;Cruzeiro;São Paulo;2;3
30/06/2012;2012;Náutico;Fluminense;0;2
30/06/2012;2012;Vasco;Ponte Preta;3;2
01/07/2012;2012;Portuguesa;Santos;0;0
01/07/2012;2012;Coritiba;Sport;2;3
01/07/2012;2012;Bahia;Internacional;1;1
01/07/2012;2012;Flamengo;Atlético Goianiense;3;2
01/07/2012;2012;Palmeiras;Figueirense;3;1
01/07/2012;2012;Grêmio;Atlético Mineiro;0;1
07/07/2012;2012;Botafogo;Bahia;3;0
07/07/2012;2012;Internacional;Cruzeiro;2;1
08/07/2012;2012;Atlético Goianiense;Náutico;0;1
08/07/2012;2012;Fluminense;Flamengo;1;0
08/07/2012;2012;Santos;Grêmio;4;2
08/07/2012;2012;São Paulo;Coritiba;3;1
08/07/2012;2012;Figueirense;Vasco;1;1
08/07/2012;2012;Atlético Mineiro;Portuguesa;2;0
08/07/2012;2012;Ponte Preta;Palmeiras;1;0
08/07/2012;2012;Sport;Corinthians;1;1
12/07/2012;2012;Corinthians;Botafogo;1;3
14/07/2012;2012;Corinthians;Náutico;2;1
14/07/2012;2012;Figueirense;Atlético Mineiro;3;4
15/07/2012;2012;Ponte Preta;Coritiba;4;1
15/07/2012;2012;Botafogo;Fluminense;1;1
15/07/2012;2012;Internacional;Santos;0;0
15/07/2012;2012;Cruzeiro;Grêmio;1;3
15/07/2012;2012;Bahia;Flamengo;1;2
15/07/2012;2012;Vasco;Atlético Goianiense;1;0
15/07/2012;2012;Palmeiras;São Paulo;1;1
